ano,sigla_uf,produto,area_colhida_ha,producao_total,produtividade_media,valor_total_producao
2011,DF,Caju,,,,
2011,DF,Castanha de caju,,,,
2011,ES,Caju,,,,
2011,ES,Castanha de caju,,,,
2011,GO,Caju,,,,
2011,GO,Castanha de caju,,,,
2011,MA,Caju,,,,
2011,MA,Castanha de caju,18875,5114.0,295.7833333333333,4454.0
2011,MG,Caju,,,,
2011,MG,Castanha de caju,,,,
2011,MS,Caju,,,,
2011,MS,Castanha de caju,,,,
2011,MT,Caju,,,,
2011,MT,Castanha de caju,715,276.0,290.2,412.0
2011,PA,Caju,,,,
2011,PA,Castanha de caju,3124,2746.0,818.68421052631584,2715.0
2011,PB,Caju,,,,
2011,PB,Castanha de caju,5671,1897.0,367.03759398496231,2176.0
2011,PE,Caju,,,,
2011,PE,Castanha de caju,8531,6293.0,671.34374999999977,6195.0
2011,PI,Caju,,,,
2011,PI,Castanha de caju,171525,45773.0,280.53658536585351,49732.0
2011,PR,Caju,,,,
2011,PR,Castanha de caju,,,,
2011,RJ,Caju,,,,
2011,RJ,Castanha de caju,,,,
2011,RN,Caju,,,,
2011,RN,Castanha de caju,126208,54252.0,329.08917197452223,63885.0
2011,RO,Caju,,,,
2011,RO,Castanha de caju,,,,
2011,RR,Caju,,,,
2011,RR,Castanha de caju,,,,
2011,RS,Caju,,,,
2011,RS,Castanha de caju,,,,
2011,SC,Caju,,,,
2011,SC,Castanha de caju,,,,
2011,SE,Caju,,,,
2011,SE,Castanha de caju,,,,
2011,SP,Caju,,,,
2011,SP,Castanha de caju,,,,
2011,TO,Caju,,,,
2011,TO,Castanha de caju,496,572.0,1434.8888888888889,569.0
2010,AC,Caju,,,,
2010,AC,Castanha de caju,,,,
2010,AL,Caju,,,,
2010,AL,Castanha de caju,1444,584.0,376.75000000000006,521.0
2010,AM,Caju,,,,
2010,AM,Castanha de caju,,,,
2010,AP,Caju,,,,
2010,AP,Castanha de caju,,,,
2010,BA,Caju,,,,
2010,BA,Castanha de caju,25848,5440.0,255.56603773584902,4581.0
2010,CE,Caju,,,,
2010,CE,Castanha de caju,401347,39596.0,173.62068965517238,54237.0
2010,DF,Caju,,,,
2010,DF,Castanha de caju,,,,
2010,ES,Caju,,,,
2010,ES,Castanha de caju,,,,
2010,GO,Caju,,,,
2010,GO,Castanha de caju,,,,
2010,MA,Caju,,,,
2010,MA,Castanha de caju,19557,6871.0,380.63414634146324,5237.0
2010,MG,Caju,,,,
2010,MG,Castanha de caju,,,,
2010,MS,Caju,,,,
2010,MS,Castanha de caju,,,,
2010,MT,Caju,,,,
2010,MT,Castanha de caju,720,270.0,289.8,376.0
2010,PA,Caju,,,,
2010,PA,Castanha de caju,2957,2092.0,755.80952380952385,2050.0
2010,PB,Caju,,,,
2010,PB,Castanha de caju,7297,2231.0,341.18248175182487,2291.0
2010,PE,Caju,,,,
2010,PE,Castanha de caju,6687,5564.0,772.1224489795917,4828.0
2010,PI,Caju,,,,
2010,PI,Castanha de caju,171420,14591.0,121.29468599033814,12079.0
2010,PR,Caju,,,,
2010,PR,Castanha de caju,,,,
2010,RJ,Caju,,,,
2010,RJ,Castanha de caju,,,,
2010,RN,Caju,,,,
2010,RN,Castanha de caju,121281,26601.0,217.4117647058824,26507.0
2010,RO,Caju,,,,
2010,RO,Castanha de caju,,,,
2010,RR,Caju,,,,
2010,RR,Castanha de caju,,,,
2010,RS,Caju,,,,
2010,RS,Castanha de caju,,,,
2010,SC,Caju,,,,
2010,SC,Castanha de caju,,,,
2010,SE,Caju,,,,
2010,SE,Castanha de caju,,,,
2010,SP,Caju,,,,
2010,SP,Castanha de caju,,,,
2010,TO,Caju,,,,
2010,TO,Castanha de caju,430,502.0,1461.0,483.0
2009,AC,Caju,,,,
2009,AC,Castanha de caju,,,,
2009,AL,Caju,,,,
2009,AL,Castanha de caju,1259,534.0,514.72222222222217,442.0
2009,AM,Caju,,,,
2009,AM,Castanha de caju,,,,
2009,AP,Caju,,,,
2009,AP,Castanha de caju,,,,
2009,BA,Caju,,,,
2009,BA,Castanha de caju,25460,5279.0,263.07407407407408,4540.0
2009,CE,Caju,,,,
2009,CE,Castanha de caju,396538,104421.0,346.33333333333337,94885.0
2009,DF,Caju,,,,
2009,DF,Castanha de caju,,,,
2009,ES,Caju,,,,
2009,ES,Castanha de caju,,,,
2009,GO,Caju,,,,
2009,GO,Castanha de caju,,,,
2009,MA,Caju,,,,
2009,MA,Castanha de caju,18616,6473.0,362.96551724137936,4044.0
2009,MG,Caju,,,,
2009,MG,Castanha de caju,,,,
2009,MS,Caju,,,,
2009,MS,Castanha de caju,,,,
2009,MT,Caju,,,,
2009,MT,Castanha de caju,845,555.0,454.14285714285711,803.0
2009,PA,Caju,,,,
2009,PA,Castanha de caju,2608,1867.0,707.04545454545462,1467.0
2009,PB,Caju,,,,
2009,PB,Castanha de caju,7905,3152.0,433.5808823529411,3130.0
2009,PE,Caju,,,,
2009,PE,Castanha de caju,7260,5827.0,694.99999999999989,4856.0
2009,PI,Caju,,,,
2009,PI,Castanha de caju,170545,42963.0,259.32535885167454,34868.0
2009,PR,Caju,,,,
2009,PR,Castanha de caju,,,,
2009,RJ,Caju,,,,
2009,RJ,Castanha de caju,,,,
2009,RN,Caju,,,,
2009,RN,Castanha de caju,126585,48918.0,386.92452830188694,47878.0
2009,RO,Caju,,,,
2009,RO,Castanha de caju,,,,
2009,RR,Caju,,,,
2009,RR,Castanha de caju,,,,
2009,RS,Caju,,,,
2009,RS,Castanha de caju,,,,
2009,SC,Caju,,,,
2009,SC,Castanha de caju,,,,
2009,SE,Caju,,,,
2009,SE,Castanha de caju,,,,
2009,SP,Caju,,,,
2009,SP,Castanha de caju,,,,
2009,TO,Caju,,,,
2009,TO,Castanha de caju,464,516.0,1389.1,490.0
2008,AC,Caju,,,,
2008,AC,Castanha de caju,,,,
2008,AL,Caju,,,,
2008,AL,Castanha de caju,1259,531.0,542.27777777777783,450.0
2008,AM,Caju,,,,
2008,AM,Castanha de caju,,,,
2008,AP,Caju,,,,
2008,AP,Castanha de caju,,,,
2008,BA,Caju,,,,
2008,BA,Castanha de caju,24026,4327.0,248.66666666666674,3492.0
2008,CE,Caju,,,,
2008,CE,Castanha de caju,386757,121045.0,362.497175141243,109251.0
2008,DF,Caju,,,,
2008,DF,Castanha de caju,,,,
2008,ES,Caju,,,,
2008,ES,Castanha de caju,,,,
2008,GO,Caju,,,,
2008,GO,Castanha de caju,,,,
2008,MA,Caju,,,,
2008,MA,Castanha de caju,19101,6534.0,360.67826086956535,4345.0
2008,MG,Caju,,,,
2008,MG,Castanha de caju,,,,
2008,MS,Caju,,,,
2008,MS,Castanha de caju,,,,
2008,MT,Caju,,,,
2008,MT,Castanha de caju,1695,470.0,325.33333333333331,669.0
2008,PA,Caju,,,,
2008,PA,Castanha de caju,2940,2081.0,709.82608695652164,1673.0
2008,PB,Caju,,,,
2008,PB,Castanha de caju,8102,3238.0,446.5955882352942,3276.0
2008,PE,Caju,,,,
2008,PE,Castanha de caju,6897,5633.0,696.42857142857133,4227.0
2008,PI,Caju,,,,
2008,PI,Castanha de caju,179395,56223.0,317.08252427184465,44230.0
2008,PR,Caju,,,,
2008,PR,Castanha de caju,,,,
2008,RJ,Caju,,,,
2008,RJ,Castanha de caju,,,,
2008,RN,Caju,,,,
2008,RN,Castanha de caju,116685,42593.0,391.72151898734177,41158.0
2008,RO,Caju,,,,
2008,RO,Castanha de caju,,,,
2008,RR,Caju,,,,
2008,RR,Castanha de caju,,,,
2008,RS,Caju,,,,
2008,RS,Castanha de caju,,,,
2008,SC,Caju,,,,
2008,SC,Castanha de caju,,,,
2008,SE,Caju,,,,
2008,SE,Castanha de caju,,,,
2008,SP,Caju,,,,
2008,SP,Castanha de caju,,,,
2008,TO,Caju,,,,
2008,TO,Castanha de caju,577,578.0,1279.1,559.0
2007,AC,Caju,,,,
2007,AC,Castanha de caju,,,,
2007,AL,Caju,,,,
2007,AL,Castanha de caju,1165,447.0,530.64705882352939,372.0
2007,AM,Caju,,,,
2007,AM,Castanha de caju,,,,
2007,AP,Caju,,,,
2007,AP,Castanha de caju,,,,
2007,BA,Caju,,,,
2007,BA,Castanha de caju,27664,6125.0,276.75925925925935,5187.0
2007,CE,Caju,,,,
2007,CE,Castanha de caju,376132,53420.0,193.51724137931032,43368.0
2007,DF,Caju,,,,
2007,DF,Castanha de caju,,,,
2007,ES,Caju,,,,
2007,ES,Castanha de caju,,,,
2007,GO,Caju,,,,
2007,GO,Castanha de caju,,,,
2007,MA,Caju,,,,
2007,MA,Castanha de caju,18426,6236.0,375.3451327433628,3731.0
2007,MG,Caju,,,,
2007,MG,Castanha de caju,,,,
2007,MS,Caju,,,,
2007,MS,Castanha de caju,,,,
2007,MT,Caju,,,,
2007,MT,Castanha de caju,1354,297.0,223.83333333333331,344.0
2007,PA,Caju,,,,
2007,PA,Castanha de caju,2406,1632.0,659.81818181818187,1228.0
2007,PB,Caju,,,,
2007,PB,Castanha de caju,8056,2901.0,424.389705882353,2824.0
2007,PE,Caju,,,,
2007,PE,Castanha de caju,6625,4919.0,601.530612244898,4624.0
2007,PI,Caju,,,,
2007,PI,Castanha de caju,172551,23744.0,158.06030150753762,18569.0
2007,PR,Caju,,,,
2007,PR,Castanha de caju,,,,
2007,RJ,Caju,,,,
2007,RJ,Castanha de caju,,,,
2007,RN,Caju,,,,
2007,RN,Castanha de caju,116463,40408.0,379.27215189873419,38217.0
2007,RO,Caju,,,,
2007,RO,Castanha de caju,,,,
2007,RR,Caju,,,,
2007,RR,Castanha de caju,,,,
2007,RS,Caju,,,,
2007,RS,Castanha de caju,,,,
2007,SC,Caju,,,,
2007,SC,Castanha de caju,,,,
2007,SE,Caju,,,,
2007,SE,Castanha de caju,,,,
2007,SP,Caju,,,,
2007,SP,Castanha de caju,,,,
2007,TO,Caju,,,,
2007,TO,Castanha de caju,570,546.0,1249.181818181818,521.0
2006,AC,Caju,,,,
2006,AC,Castanha de caju,,,,
2006,AL,Caju,,,,
2006,AL,Castanha de caju,1147,427.0,458.68750000000006,386.0
2006,AM,Caju,,,,
2006,AM,Castanha de caju,,,,
2006,AP,Caju,,,,
2006,AP,Castanha de caju,,,,
2006,BA,Caju,,,,
2006,BA,Castanha de caju,27000,6618.0,330.16363636363627,5766.0
2006,CE,Caju,,,,
2006,CE,Castanha de caju,371032,130544.0,364.98305084745772,115869.0
2006,DF,Caju,,,,
2006,DF,Castanha de caju,,,,
2006,ES,Caju,,,,
2006,ES,Castanha de caju,,,,
2006,GO,Caju,,,,
2006,GO,Castanha de caju,,,,
2006,MA,Caju,,,,
2006,MA,Castanha de caju,18339,6149.0,362.11607142857133,4338.0
2006,MG,Caju,,,,
2006,MG,Castanha de caju,,,,
2006,MS,Caju,,,,
2006,MS,Castanha de caju,,,,
2006,MT,Caju,,,,
2006,MT,Castanha de caju,1054,247.0,242.33333333333334,294.0
2006,PA,Caju,,,,
2006,PA,Castanha de caju,2365,1480.0,591.05000000000007,1184.0
2006,PB,Caju,,,,
2006,PB,Castanha de caju,8021,2938.0,425.860294117647,2905.0
2006,PE,Caju,,,,
2006,PE,Castanha de caju,6533,5127.0,635.085106382979,4934.0
2006,PI,Caju,,,,
2006,PI,Castanha de caju,159389,41853.0,259.86764705882354,39606.0
2006,PR,Caju,,,,
2006,PR,Castanha de caju,,,,
2006,RJ,Caju,,,,
2006,RJ,Castanha de caju,,,,
2006,RN,Caju,,,,
2006,RN,Castanha de caju,114734,47862.0,393.81012658227849,52432.0
2006,RO,Caju,,,,
2006,RO,Castanha de caju,,,,
2006,RR,Caju,,,,
2006,RR,Castanha de caju,,,,
2006,RS,Caju,,,,
2006,RS,Castanha de caju,,,,
2006,SC,Caju,,,,
2006,SC,Castanha de caju,,,,
2006,SE,Caju,,,,
2006,SE,Castanha de caju,,,,
2006,SP,Caju,,,,
2006,SP,Castanha de caju,,,,
2006,TO,Caju,,,,
2006,TO,Castanha de caju,567,525.0,1152.5,484.0
2005,AC,Caju,,,,
2005,AC,Castanha de caju,,,,
2005,AL,Caju,,,,
2005,AL,Castanha de caju,270,112.0,527.6,109.0
2005,AM,Caju,,,,
2005,AM,Castanha de caju,,,,
2005,AP,Caju,,,,
2005,AP,Castanha de caju,,,,
2005,BA,Caju,,,,
2005,BA,Castanha de caju,20491,5529.0,316.65957446808517,5378.0
2005,CE,Caju,,,,
2005,CE,Castanha de caju,368911,66090.0,249.50289017341041,69137.0
2005,DF,Caju,,,,
2005,DF,Castanha de caju,,,,
2005,ES,Caju,,,,
2005,ES,Castanha de caju,,,,
2005,GO,Caju,,,,
2005,GO,Castanha de caju,,,,
2005,MA,Caju,,,,
2005,MA,Castanha de caju,15783,5031.0,353.03603603603608,3754.0
2005,MG,Caju,,,,
2005,MG,Castanha de caju,,,,
2005,MS,Caju,,,,
2005,MS,Castanha de caju,,,,
2005,MT,Caju,,,,
2005,MT,Castanha de caju,526,273.0,498.0,294.0
2005,PA,Caju,,,,
2005,PA,Castanha de caju,2302,1405.0,607.85714285714278,1101.0
2005,PB,Caju,,,,
2005,PB,Castanha de caju,7900,2854.0,393.42424242424249,2859.0
2005,PE,Caju,,,,
2005,PE,Castanha de caju,6803,4891.0,583.07843137254918,4476.0
2005,PI,Caju,,,,
2005,PI,Castanha de caju,161598,24497.0,190.33838383838378,25248.0
2005,PR,Caju,,,,
2005,PR,Castanha de caju,,,,
2005,RJ,Caju,,,,
2005,RJ,Castanha de caju,,,,
2005,RN,Caju,,,,
2005,RN,Castanha de caju,115384,41675.0,332.87417218543021,49895.0
2005,RO,Caju,,,,
2005,RO,Castanha de caju,,,,
2005,RR,Caju,,,,
2005,RR,Castanha de caju,,,,
2005,RS,Caju,,,,
2005,RS,Castanha de caju,,,,
2005,SC,Caju,,,,
2005,SC,Castanha de caju,,,,
2005,SE,Caju,,,,
2005,SE,Castanha de caju,,,,
2005,SP,Caju,,,,
2005,SP,Castanha de caju,,,,
2005,TO,Caju,,,,
2005,TO,Castanha de caju,399,394.0,1297.1428571428571,376.0
2004,AC,Caju,,,,
2004,AC,Castanha de caju,,,,
2004,AL,Caju,,,,
2004,AL,Castanha de caju,1139,314.0,325.0,311.0
2004,AM,Caju,,,,
2004,AM,Castanha de caju,,,,
2004,AP,Caju,,,,
2004,AP,Castanha de caju,,,,
2004,BA,Caju,,,,
2004,BA,Castanha de caju,19640,5493.0,354.79545454545456,5400.0
2004,CE,Caju,,,,
2004,CE,Castanha de caju,366583,86576.0,300.17341040462418,115819.0
2004,DF,Caju,,,,
2004,DF,Castanha de caju,,,,
2004,ES,Caju,,,,
2004,ES,Castanha de caju,,,,
2004,GO,Caju,,,,
2004,GO,Castanha de caju,,,,
2004,MA,Caju,,,,
2004,MA,Castanha de caju,13877,4692.0,391.28846153846155,3097.0
2004,MG,Caju,,,,
2004,MG,Castanha de caju,,,,
2004,MS,Caju,,,,
2004,MS,Castanha de caju,,,,
2004,MT,Caju,,,,
2004,MT,Castanha de caju,344,72.0,244.83333333333331,71.0
2004,PA,Caju,,,,
2004,PA,Castanha de caju,2245,1379.0,578.05,1029.0
2004,PB,Caju,,,,
2004,PB,Castanha de caju,7956,2866.0,393.94696969696975,2674.0
2004,PE,Caju,,,,
2004,PE,Castanha de caju,5654,3289.0,537.91304347826087,2698.0
2004,PI,Caju,,,,
2004,PI,Castanha de caju,157182,44130.0,287.41116751269021,45534.0
2004,PR,Caju,,,,
2004,PR,Castanha de caju,,,,
2004,RJ,Caju,,,,
2004,RJ,Castanha de caju,,,,
2004,RN,Caju,,,,
2004,RN,Castanha de caju,116269,38898.0,337.138364779874,45364.0
2004,RO,Caju,,,,
2004,RO,Castanha de caju,,,,
2004,RR,Caju,,,,
2004,RR,Castanha de caju,,,,
2004,RS,Caju,,,,
2004,RS,Castanha de caju,,,,
2004,SC,Caju,,,,
2004,SC,Castanha de caju,,,,
2004,SE,Caju,,,,
2004,SE,Castanha de caju,,,,
2004,SP,Caju,,,,
2004,SP,Castanha de caju,,,,
2004,TO,Caju,,,,
2004,TO,Castanha de caju,170,130.0,1300.0,80.0
2003,AC,Caju,,,,
2003,AC,Castanha de caju,,,,
2003,AL,Caju,,,,
2003,AL,Castanha de caju,234,62.0,488.4,55.0
2003,AM,Caju,,,,
2003,AM,Castanha de caju,29,31.0,858.25,6.0
2003,AP,Caju,,,,
2003,AP,Castanha de caju,,,,
2003,BA,Caju,,,,
2003,BA,Castanha de caju,19544,5444.0,350.90476190476193,4596.0
2003,CE,Caju,,,,
2003,CE,Castanha de caju,364601,108051.0,335.21965317919086,107221.0
2003,DF,Caju,,,,
2003,DF,Castanha de caju,,,,
2003,ES,Caju,,,,
2003,ES,Castanha de caju,,,,
2003,GO,Caju,,,,
2003,GO,Castanha de caju,,,,
2003,MA,Caju,,,,
2003,MA,Castanha de caju,13362,4706.0,385.61224489795927,2931.0
2003,MG,Caju,,,,
2003,MG,Castanha de caju,,,,
2003,MS,Caju,,,,
2003,MS,Castanha de caju,,,,
2003,MT,Caju,,,,
2003,MT,Castanha de caju,879,170.0,372.5,170.0
2003,PA,Caju,,,,
2003,PA,Castanha de caju,2082,2843.0,976.16666666666663,1625.0
2003,PB,Caju,,,,
2003,PB,Castanha de caju,7609,3017.0,531.23846153846125,2531.0
2003,PE,Caju,,,,
2003,PE,Castanha de caju,5463,2825.0,498.1395348837209,2206.0
2003,PI,Caju,,,,
2003,PI,Castanha de caju,154717,26662.0,232.26288659793809,24807.0
2003,PR,Caju,,,,
2003,PR,Castanha de caju,,,,
2003,RJ,Caju,,,,
2003,RJ,Castanha de caju,,,,
2003,RN,Caju,,,,
2003,RN,Castanha de caju,113823,29089.0,306.63694267515928,27559.0
2003,RO,Caju,,,,
2003,RO,Castanha de caju,,,,
2003,RR,Caju,,,,
2003,RR,Castanha de caju,,,,
2003,RS,Caju,,,,
2003,RS,Castanha de caju,,,,
2003,SC,Caju,,,,
2003,SC,Castanha de caju,,,,
2003,SE,Caju,,,,
2003,SE,Castanha de caju,,,,
2003,SP,Caju,,,,
2003,SP,Castanha de caju,,,,
2003,TO,Caju,,,,
2003,TO,Castanha de caju,160,194.0,1300.0,167.0
2002,AC,Caju,,,,
2002,AC,Castanha de caju,,,,
2002,AL,Caju,,,,
2002,AL,Castanha de caju,424,88.0,258.0,86.0
2002,AM,Caju,,,,
2002,AM,Castanha de caju,29,30.0,886.6,5.0
2002,AP,Caju,,,,
2002,AP,Castanha de caju,,,,
2002,BA,Caju,,,,
2002,BA,Castanha de caju,19225,5445.0,410.29999999999995,4407.0
2002,CE,Caju,,,,
2002,CE,Castanha de caju,362226,102431.0,319.43930635838177,103088.0
2002,DF,Caju,,,,
2002,DF,Castanha de caju,,,,
2002,ES,Caju,,,,
2002,ES,Castanha de caju,30,54.0,1800.0,46.0
2002,GO,Caju,,,,
2002,GO,Castanha de caju,,,,
2002,MA,Caju,,,,
2002,MA,Castanha de caju,13115,4050.0,367.72916666666663,2303.0
2002,MG,Caju,,,,
2002,MG,Castanha de caju,,,,
2002,MS,Caju,,,,
2002,MS,Castanha de caju,,,,
2002,MT,Caju,,,,
2002,MT,Castanha de caju,,,,
2002,PA,Caju,,,,
2002,PA,Castanha de caju,2110,2945.0,1233.9999999999998,1919.0
2002,PB,Caju,,,,
2002,PB,Castanha de caju,7515,2793.0,434.35658914728663,2236.0
2002,PE,Caju,,,,
2002,PE,Castanha de caju,6232,3554.0,624.75609756097549,2284.0
2002,PI,Caju,,,,
2002,PI,Castanha de caju,141716,16817.0,180.5405405405406,12408.0
2002,PR,Caju,,,,
2002,PR,Castanha de caju,,,,
2002,RJ,Caju,,,,
2002,RJ,Castanha de caju,,,,
2002,RN,Caju,,,,
2002,RN,Castanha de caju,112302,26278.0,302.17197452229294,20673.0
2002,RO,Caju,,,,
2002,RO,Castanha de caju,,,,
2002,RR,Caju,,,,
2002,RR,Castanha de caju,,,,
2002,RS,Caju,,,,
2002,RS,Castanha de caju,,,,
2002,SC,Caju,,,,
2002,SC,Castanha de caju,,,,
2002,SE,Caju,,,,
2002,SE,Castanha de caju,,,,
2002,SP,Caju,,,,
2002,SP,Castanha de caju,,,,
2002,TO,Caju,,,,
2002,TO,Castanha de caju,90,54.0,600.0,14.0
2001,AC,Caju,,,,
2001,AC,Castanha de caju,,,,
2001,AL,Caju,,,,
2001,AL,Castanha de caju,368,155.0,656.5,162.0
2001,AM,Caju,,,,
2001,AM,Castanha de caju,29,30.0,886.6,5.0
2001,AP,Caju,,,,
2001,AP,Castanha de caju,,,,
2001,BA,Caju,,,,
2001,BA,Castanha de caju,19849,5068.0,364.97222222222223,3467.0
2001,CE,Caju,,,,
2001,CE,Castanha de caju,342550,67935.0,253.55813953488382,44190.0
2001,DF,Caju,,,,
2001,DF,Castanha de caju,,,,
2001,ES,Caju,,,,
2001,ES,Castanha de caju,20,36.0,1800.0,35.0
2001,GO,Caju,,,,
2001,GO,Castanha de caju,,,,
2001,MA,Caju,,,,
2001,MA,Castanha de caju,13054,4633.0,356.51578947368409,2733.0
2001,MG,Caju,,,,
2001,MG,Castanha de caju,,,,
2001,MS,Caju,,,,
2001,MS,Castanha de caju,,,,
2001,MT,Caju,,,,
2001,MT,Castanha de caju,,,,
2001,PA,Caju,,,,
2001,PA,Castanha de caju,1910,2877.0,1101.5555555555554,1497.0
2001,PB,Caju,,,,
2001,PB,Castanha de caju,7703,4338.0,596.5846153846154,2741.0
2001,PE,Caju,,,,
2001,PE,Castanha de caju,6274,3212.0,549.09999999999991,1693.0
2001,PI,Caju,,,,
2001,PI,Castanha de caju,147677,18850.0,181.15934065934061,11760.0
2001,PR,Caju,,,,
2001,PR,Castanha de caju,,,,
2001,RJ,Caju,,,,
2001,RJ,Castanha de caju,,,,
2001,RN,Caju,,,,
2001,RN,Castanha de caju,98982,16855.0,239.32692307692312,11631.0
2001,RO,Caju,,,,
2001,RO,Castanha de caju,,,,
2001,RR,Caju,,,,
2001,RR,Castanha de caju,,,,
2001,RS,Caju,,,,
2001,RS,Castanha de caju,,,,
2001,SC,Caju,,,,
2001,SC,Castanha de caju,,,,
2001,SE,Caju,,,,
2001,SE,Castanha de caju,,,,
2001,SP,Caju,,,,
2001,SP,Castanha de caju,,,,
2001,TO,Caju,,,,
2001,TO,Castanha de caju,140,84.0,600.0,21.0
2000,AC,Caju,,,,
2000,AC,Castanha de caju,,,,
2000,AL,Caju,,,,
2000,AL,Castanha de caju,277,78.0,281.0,94.0
2000,AM,Caju,,,,
2000,AM,Castanha de caju,30,10.0,482.8,1.0
2000,AP,Caju,,,,
2000,AP,Castanha de caju,,,,
2000,BA,Caju,,,,
2000,BA,Castanha de caju,19154,4884.0,347.33333333333337,3738.0
2000,CE,Caju,,,,
2000,CE,Castanha de caju,347152,47737.0,236.95953757225439,37110.0
2000,DF,Caju,,,,
2000,DF,Castanha de caju,,,,
2000,ES,Caju,,,,
2000,ES,Castanha de caju,20,36.0,1800.0,29.0
2000,GO,Caju,,,,
2000,GO,Castanha de caju,,,,
2000,MA,Caju,,,,
2000,MA,Castanha de caju,12248,4695.0,356.78160919540232,2673.0
2000,MG,Caju,,,,
2000,MG,Castanha de caju,,,,
2000,MS,Caju,,,,
2000,MS,Castanha de caju,,,,
2000,MT,Caju,,,,
2000,MT,Castanha de caju,,,,
2000,PA,Caju,,,,
2000,PA,Castanha de caju,1343,1965.0,1159.2352941176473,1090.0
2000,PB,Caju,,,,
2000,PB,Castanha de caju,7291,5609.0,927.20353982300924,3702.0
2000,PE,Caju,,,,
2000,PE,Castanha de caju,7210,3376.0,644.28571428571433,2007.0
2000,PI,Caju,,,,
2000,PI,Castanha de caju,143607,33395.0,247.51351351351366,26311.0
2000,PR,Caju,,,,
2000,PR,Castanha de caju,,,,
2000,RJ,Caju,,,,
2000,RJ,Castanha de caju,,,,
2000,RN,Caju,,,,
2000,RN,Castanha de caju,106885,30546.0,332.409090909091,21551.0
2000,RO,Caju,,,,
2000,RO,Castanha de caju,5812,6193.0,1080.0,7369.0
2000,RR,Caju,,,,
2000,RR,Castanha de caju,,,,
2000,RS,Caju,,,,
2000,RS,Castanha de caju,,,,
2000,SC,Caju,,,,
2000,SC,Castanha de caju,,,,
2000,SE,Caju,,,,
2000,SE,Castanha de caju,,,,
2000,SP,Caju,,,,
2000,SP,Castanha de caju,,,,
2000,TO,Caju,,,,
2000,TO,Castanha de caju,140,84.0,600.0,21.0
1999,AC,Caju,,,,
1999,AC,Castanha de caju,,,,
1999,AL,Caju,,,,
1999,AL,Castanha de caju,277,84.0,303.0,67.0
1999,AM,Caju,,,,
1999,AM,Castanha de caju,30,10.0,482.8,1.0
1999,AP,Caju,,,,
1999,AP,Castanha de caju,,,,
1999,BA,Caju,,,,
1999,BA,Castanha de caju,15546,3304.0,351.12121212121218,2683.0
1999,CE,Caju,,,,
1999,CE,Castanha de caju,320918,77113.0,282.85632183908052,65710.0
1999,DF,Caju,,,,
1999,DF,Castanha de caju,,,,
1999,ES,Caju,,,,
1999,ES,Castanha de caju,20,36.0,1800.0,28.0
1999,GO,Caju,,,,
1999,GO,Castanha de caju,,,,
1999,MA,Caju,,,,
1999,MA,Castanha de caju,10129,3954.0,366.22340425531934,1876.0
1999,MG,Caju,,,,
1999,MG,Castanha de caju,,,,
1999,MS,Caju,,,,
1999,MS,Castanha de caju,,,,
1999,MT,Caju,,,,
1999,MT,Castanha de caju,,,,
1999,PA,Caju,,,,
1999,PA,Castanha de caju,1186,1747.0,1171.4375,1000.0
1999,PB,Caju,,,,
1999,PB,Castanha de caju,7284,5009.0,831.81415929203547,3261.0
1999,PE,Caju,,,,
1999,PE,Castanha de caju,7959,3944.0,650.88461538461536,2504.0
1999,PI,Caju,,,,
1999,PI,Castanha de caju,142266,32224.0,275.14285714285711,27550.0
1999,PR,Caju,,,,
1999,PR,Castanha de caju,,,,
1999,RJ,Caju,,,,
1999,RJ,Castanha de caju,,,,
1999,RN,Caju,,,,
1999,RN,Castanha de caju,106930,17898.0,253.0457516339869,14932.0
1999,RO,Caju,,,,
1999,RO,Castanha de caju,,,,
1999,RR,Caju,,,,
1999,RR,Castanha de caju,,,,
1999,RS,Caju,,,,
1999,RS,Castanha de caju,,,,
1999,SC,Caju,,,,
1999,SC,Castanha de caju,,,,
1999,SE,Caju,,,,
1999,SE,Castanha de caju,,,,
1999,SP,Caju,,,,
1999,SP,Castanha de caju,,,,
1999,TO,Caju,,,,
1999,TO,Castanha de caju,190,114.0,600.0,30.0
1998,AC,Caju,,,,
1998,AC,Castanha de caju,,,,
1998,AL,Caju,,,,
1998,AL,Castanha de caju,277,88.0,317.0,53.0
1998,AM,Caju,,,,
1998,AM,Castanha de caju,28,9.0,472.8,1.0
1998,AP,Caju,,,,
1998,AP,Castanha de caju,,,,
1998,BA,Caju,,,,
1998,BA,Castanha de caju,18845,3718.0,319.3030303030302,2370.0
1998,CE,Caju,,,,
1998,CE,Castanha de caju,326086,13657.0,89.063694267515942,8130.0
1998,DF,Caju,,,,
1998,DF,Castanha de caju,,,,
1998,ES,Caju,,,,
1998,ES,Castanha de caju,20,3.0,150.0,2.0
1998,GO,Caju,,,,
1998,GO,Castanha de caju,,,,
1998,MA,Caju,,,,
1998,MA,Castanha de caju,10011,3750.0,336.42105263157885,1367.0
1998,MG,Caju,,,,
1998,MG,Castanha de caju,,,,
1998,MS,Caju,,,,
1998,MS,Castanha de caju,,,,
1998,MT,Caju,,,,
1998,MT,Castanha de caju,,,,
1998,PA,Caju,,,,
1998,PA,Castanha de caju,1052,1594.0,1114.0666666666668,555.0
1998,PB,Caju,,,,
1998,PB,Castanha de caju,8543,5392.0,715.15748031496059,2242.0
1998,PE,Caju,,,,
1998,PE,Castanha de caju,8190,3574.0,674.15686274509824,1340.0
